episode,reward
407,-19.0
408,-18.0
409,-18.0
410,-19.0
411,-18.0
412,-18.0
413,-18.0
414,-18.0
415,-18.0
416,-18.0
417,-18.0
418,-18.0
419,-18.0
420,-18.0
421,-18.0
422,-18.0
423,-21.0
424,-18.0
425,-18.0
426,-18.0
427,-18.0
428,-18.0
429,-20.0
430,-18.0
431,-18.0
432,-18.0
433,-18.0
434,-18.0
435,-19.0
436,-20.0
437,-18.0
438,-20.0
439,-18.0
440,-18.0
441,-19.0
442,-20.0
443,-18.0
444,-18.0
445,-18.0
446,-18.0
447,-19.0
448,-20.0
449,-18.0
450,-18.0
451,-18.0
452,-18.0
453,-18.0
454,-18.0
455,-18.0
456,-18.0
457,-18.0
458,-18.0
459,-18.0
460,-20.0
461,-18.0
462,-18.0
463,-18.0
464,-18.0
465,-18.0
466,-29.0
467,-18.0
468,-18.0
469,-18.0
470,-18.0
471,-19.0
472,-18.0
473,-18.0
474,-18.0
475,-18.0
476,-18.0
477,-19.0
478,-18.0
479,-18.0
480,-18.0
481,-18.0
482,-22.0
483,-18.0
484,-18.0
485,-21.0
486,-18.0
487,-18.0
488,-18.0
489,-18.0
490,-18.0
491,-18.0
492,-18.0
493,-18.0
494,-18.0
495,-18.0
496,-18.0
497,-18.0
498,-20.0
499,-18.0
500,-18.0
501,-18.0
502,-18.0
503,-7.0
504,-18.0
505,-19.0
506,-18.0
507,-18.0
508,-18.0
509,-18.0
510,-18.0
511,-18.0
512,-18.0
513,-18.0
514,-18.0
515,-18.0
516,-18.0
517,-18.0
518,-18.0
519,-18.0
520,-21.0
521,-18.0
522,-18.0
523,-18.0
524,-18.0
525,-18.0
526,-18.0
527,-18.0
528,-18.0
529,-18.0
530,-18.0
531,-18.0
532,-18.0
533,-18.0
534,-19.0
535,-20.0
536,-18.0
537,-18.0
538,-18.0
539,-4.0
540,-18.0
541,-18.0
542,-18.0
543,-20.0
544,-18.0
545,-18.0
546,-18.0
547,-20.0
548,-20.0
549,-18.0
550,-18.0
551,-18.0
552,-18.0
553,-18.0
554,-18.0
555,-18.0
556,-18.0
557,-18.0
558,-20.0
559,-18.0
560,-18.0
561,-18.0
562,-18.0
563,-18.0
564,-19.0
565,-18.0
566,-19.0
567,-20.0
568,-18.0
569,-18.0
570,-18.0
571,-18.0
572,-18.0
573,-18.0
574,-18.0
575,-18.0
576,-18.0
577,-18.0
578,-18.0
579,-18.0
580,-18.0
581,-18.0
582,-18.0
583,-18.0
584,-18.0
585,-18.0
586,-18.0
587,-19.0
588,-18.0
589,-18.0
590,-18.0
591,-18.0
592,-19.0
593,-18.0
594,-18.0
595,-18.0
596,-18.0
597,-18.0
598,-18.0
599,-18.0
600,-18.0
601,-18.0
602,-18.0
603,-18.0
604,-19.0
605,-18.0
606,-18.0
607,-20.0
608,-18.0
609,-18.0
610,-18.0
611,-19.0
612,-20.0
613,-18.0
614,-18.0
615,-20.0
616,-18.0
617,-21.0
618,-18.0
619,-18.0
620,-18.0
621,-18.0
622,-18.0
623,-18.0
624,-19.0
625,-18.0
626,-18.0
627,-18.0
628,-18.0
629,-2.0
630,-18.0
631,-18.0
632,-18.0
633,-18.0
634,-22.0
635,-18.0
636,-1.0
637,-20.0
638,-18.0
639,-18.0
640,-18.0
641,-18.0
642,-18.0
643,-18.0
644,-18.0
645,-18.0
646,-19.0
647,-18.0
648,-18.0
649,-18.0
650,-21.0
651,-20.0
652,-18.0
653,-18.0
654,-18.0
655,-18.0
656,-5.0
657,-18.0
658,-18.0
659,-18.0
660,-18.0
661,-18.0
662,-18.0
663,-18.0
664,-18.0
665,-18.0
666,-18.0
667,-18.0
668,-18.0
669,-18.0
670,-18.0
671,-18.0
672,-18.0
673,-18.0
674,-18.0
675,-18.0
676,-18.0
677,-18.0
678,-18.0
679,-18.0
680,-21.0
681,-18.0
682,-18.0
683,-18.0
684,-18.0
685,-10.0
686,-18.0
687,-18.0
688,-18.0
689,-18.0
690,-18.0
691,-18.0
692,-18.0
693,-18.0
694,-18.0
695,-18.0
696,-18.0
697,-19.0
698,-18.0
699,-18.0
700,-18.0
701,-18.0
702,-18.0
703,-18.0
704,-18.0
705,-22.0
706,-19.0
707,-19.0
708,-18.0
709,-18.0
710,-18.0
711,-18.0
712,-18.0
713,-18.0
714,-18.0
715,-18.0
716,-18.0
717,-18.0
718,-18.0
719,-18.0
720,-18.0
721,-18.0
722,-19.0
723,-18.0
724,-19.0
725,-18.0
726,-19.0
727,-18.0
728,-18.0
729,-18.0
730,-18.0
731,-18.0
732,-20.0
733,-18.0
734,-18.0
735,-18.0
736,-18.0
737,-20.0
738,-19.0
739,-5.0
740,-18.0
741,-18.0
742,-18.0
743,-18.0
744,-18.0
745,-18.0
746,-18.0
747,-18.0
748,-18.0
749,-18.0
750,-18.0
751,-19.0
752,-18.0
753,-18.0
754,-18.0
755,-18.0
756,-18.0
757,-94.0
758,-18.0
759,-18.0
760,-18.0
761,-18.0
762,-18.0
763,-18.0
764,-18.0
765,-16.0
766,-18.0
767,-18.0
768,-18.0
769,-18.0
770,-19.0
771,-18.0
772,-18.0
773,-18.0
774,-18.0
775,-18.0
776,-18.0
777,-18.0
778,-18.0
779,-18.0
780,-18.0
781,-18.0
782,-18.0
783,-18.0
784,-20.0
785,-20.0
786,-18.0
787,-19.0
788,-18.0
789,-18.0
790,-18.0
791,-18.0
792,-18.0
793,-94.0
794,-18.0
795,-18.0
796,-19.0
797,-19.0
798,-18.0
799,-18.0
800,-18.0
801,-18.0
802,-18.0
803,-18.0
804,-18.0
805,-19.0
806,-18.0
807,-18.0
808,-18.0
809,-20.0
810,-20.0
811,-18.0
812,-18.0
813,-22.0
814,-18.0
815,-18.0
816,-18.0
817,-18.0
818,-18.0
819,-18.0
820,-18.0
821,-7.0
822,-20.0
823,-18.0
824,-18.0
825,-18.0
826,-18.0
827,-18.0
828,-18.0
829,-18.0
830,-18.0
831,-21.0
832,-18.0
833,-18.0
834,-19.0
835,-18.0
836,-18.0
837,-18.0
838,-18.0
839,-18.0
840,-18.0
841,-18.0
842,-18.0
843,-18.0
844,-18.0
845,-18.0
846,-18.0
847,-18.0
848,-18.0
849,-18.0
850,-18.0
851,-18.0
852,-20.0
853,-21.0
854,-18.0
855,-18.0
856,-18.0
857,-20.0
858,-19.0
859,-22.0
860,-18.0
861,-18.0
862,-18.0
863,-19.0
864,-18.0
865,-18.0
866,-24.0
867,-18.0
868,-18.0
869,-20.0
870,-19.0
871,-18.0
872,-18.0
873,-18.0
874,-18.0
875,-18.0
876,-19.0
877,-18.0
878,-18.0
879,-18.0
880,-19.0
881,-18.0
882,-18.0
883,-18.0
884,-19.0
885,-18.0
886,-18.0
887,-19.0
888,-22.0
889,-18.0
890,-18.0
891,-18.0
892,-18.0
893,-19.0
894,-18.0
895,-18.0
896,-18.0
897,-18.0
898,-18.0
899,-18.0
900,-18.0
901,-18.0
902,-18.0
903,-18.0
904,-18.0
905,-18.0
906,-18.0
907,-20.0
908,-18.0
909,-3.0
910,-18.0
911,-18.0
912,-18.0
913,-19.0
914,-18.0
915,-18.0
916,-18.0
917,-18.0
918,-18.0
919,-19.0
920,-20.0
921,-18.0
922,-19.0
923,-18.0
924,-18.0
925,-18.0
926,-18.0
927,-18.0
928,-19.0
929,-19.0
930,-20.0
931,-19.0
932,-18.0
933,-18.0
934,-18.0
935,-18.0
936,-18.0
937,-18.0
938,-18.0
939,-18.0
940,-18.0
941,-18.0
942,-18.0
943,-18.0
944,-20.0
945,-18.0
946,-18.0
947,-18.0
948,-18.0
949,-19.0
950,-18.0
951,-19.0
952,-18.0
953,-18.0
954,-18.0
955,-19.0
956,-18.0
957,-18.0
958,-18.0
959,-18.0
960,-18.0
961,-18.0
962,-18.0
963,-20.0
964,-18.0
965,-18.0
966,-18.0
967,-19.0
968,-18.0
969,-18.0
970,-18.0
971,-18.0
972,-18.0
973,-18.0
974,-18.0
975,-19.0
976,-18.0
977,-18.0
978,-18.0
979,-18.0
980,-18.0
981,-18.0
982,-19.0
983,-18.0
984,-18.0
985,-18.0
986,-18.0
987,-18.0
988,-18.0
989,-18.0
990,-18.0
991,-18.0
992,-19.0
993,-18.0
994,-18.0
995,-30.0
996,-19.0
997,-18.0
998,-18.0
999,-18.0
1000,-19.0
1001,-18.0
1002,-20.0
1003,-19.0
1004,-18.0
1005,-18.0
1006,-18.0
1007,-18.0
1008,-18.0
1009,-18.0
1010,-18.0
1011,-18.0
1012,-18.0
1013,0.0
1014,-18.0
1015,-20.0
1016,-20.0
1017,-18.0
1018,-18.0
1019,-18.0
1020,-20.0
1021,-18.0
1022,-18.0
1023,-18.0
1024,-19.0
1025,-18.0
1026,-20.0
1027,-18.0
1028,-18.0
1029,-18.0
1030,-18.0
1031,-18.0
1032,-18.0
1033,-22.0
1034,-18.0
1035,-18.0
1036,-20.0
1037,-18.0
1038,-21.0
1039,-18.0
1040,-18.0
1041,-20.0
1042,-18.0
1043,-18.0
1044,-18.0
1045,-18.0
1046,-18.0
1047,-18.0
1048,-18.0
1049,-18.0
1050,-20.0
1051,-18.0
1052,-18.0
1053,-18.0
1054,-19.0
1055,-18.0
1056,-18.0
1057,-18.0
1058,-18.0
1059,-18.0
1060,-18.0
1061,-18.0
1062,-24.0
1063,-18.0
1064,-18.0
1065,-18.0
1066,-18.0
1067,-18.0
1068,-18.0
1069,-18.0
1070,-18.0
1071,-18.0
1072,-18.0
1073,-18.0
1074,-22.0
1075,-18.0
1076,1.0
1077,-18.0
1078,-19.0
1079,-18.0
1080,-18.0
1081,-21.0
1082,-18.0
1083,-18.0
1084,-18.0
1085,-18.0
1086,-18.0
1087,-19.0
1088,-18.0
1089,-18.0
1090,-18.0
1091,-19.0
1092,-18.0
1093,-18.0
1094,-19.0
1095,-18.0
1096,-18.0
1097,-18.0
1098,-19.0
1099,-18.0
1100,-18.0
1101,-18.0
1102,-23.0
1103,-18.0
1104,-18.0
1105,-18.0
1106,-18.0
1107,-18.0
1108,-18.0
1109,-18.0
1110,-18.0
1111,-18.0
1112,-18.0
1113,-18.0
1114,-18.0
1115,-18.0
1116,-18.0
1117,-19.0
1118,-18.0
1119,-18.0
1120,-18.0
1121,-19.0
1122,-19.0
1123,-18.0
1124,-19.0
1125,-19.0
1126,-18.0
1127,-18.0
1128,-18.0
1129,-19.0
1130,-18.0
1131,-18.0
1132,-20.0
1133,-18.0
1134,-18.0
1135,-18.0
1136,-18.0
1137,-18.0
1138,-18.0
1139,-18.0
1140,-18.0
1141,-18.0
1142,-18.0
1143,-20.0
1144,-18.0
1145,-19.0
1146,-18.0
1147,-18.0
1148,-18.0
1149,-20.0
1150,-18.0
1151,-18.0
1152,-18.0
1153,-18.0
1154,-18.0
1155,-18.0
1156,-18.0
1157,-21.0
1158,-18.0
1159,-18.0
1160,-20.0
1161,-18.0
1162,-18.0
1163,-18.0
1164,-18.0
1165,-18.0
1166,-18.0
1167,-18.0
1168,-18.0
1169,-20.0
1170,-18.0
1171,-21.0
1172,-18.0
1173,-18.0
1174,-18.0
1175,-18.0
1176,-18.0
1177,-20.0
1178,-18.0
1179,-18.0
1180,-18.0
1181,-18.0
1182,-18.0
1183,-18.0
1184,-20.0
1185,-18.0
1186,-19.0
1187,-18.0
1188,-18.0
1189,-18.0
1190,-20.0
1191,-18.0
1192,-19.0
1193,-18.0
1194,-18.0
1195,-18.0
1196,-18.0
1197,-18.0
1198,-18.0
1199,-18.0
1200,-18.0
1201,-18.0
1202,-18.0
1203,-18.0
1204,-18.0
1205,-18.0
1206,-18.0
1207,-18.0
1208,-18.0
1209,-20.0
1210,-19.0
1211,-18.0
1212,-18.0
1213,-18.0
1214,-18.0
1215,-18.0
1216,-18.0
1217,-18.0
1218,-18.0
1219,-18.0
1220,-18.0
1221,-18.0
1222,-18.0
1223,-15.0
1224,-18.0
1225,-18.0
1226,-18.0
1227,-18.0
1228,-18.0
1229,-18.0
1230,-19.0
1231,-19.0
1232,-18.0
1233,-18.0
1234,-18.0
1235,-18.0
1236,-24.0
1237,-22.0
1238,-18.0
1239,-18.0
1240,-18.0
1241,-20.0
1242,-18.0
1243,-18.0
1244,-18.0
1245,-18.0
1246,-19.0
1247,-18.0
1248,-18.0
1249,-18.0
1250,-18.0
1251,-18.0
1252,-18.0
1253,-18.0
1254,-18.0
1255,-19.0
1256,-18.0
1257,-18.0
1258,-19.0
1259,-19.0
1260,-18.0
1261,-20.0
1262,-18.0
1263,-18.0
1264,-18.0
1265,-18.0
1266,-18.0
1267,-18.0
1268,-19.0
1269,-18.0
1270,-18.0
1271,-18.0
1272,-18.0
1273,-18.0
1274,-18.0
1275,-18.0
1276,-19.0
1277,-21.0
1278,-18.0
1279,-20.0
1280,-18.0
1281,-19.0
1282,-18.0
1283,-19.0
1284,-18.0
1285,-18.0
1286,-18.0
1287,-18.0
1288,-18.0
1289,-18.0
1290,-18.0
1291,-18.0
1292,-18.0
1293,-18.0
1294,-18.0
1295,-18.0
1296,-21.0
1297,-18.0
1298,-21.0
1299,-18.0
1300,-18.0
1301,-18.0
1302,-18.0
1303,-18.0
1304,-18.0
1305,-18.0
1306,-18.0
1307,-18.0
1308,-18.0
1309,-18.0
1310,-18.0
1311,-18.0
1312,-18.0
1313,-18.0
1314,-18.0
1315,-19.0
1316,-19.0
1317,-18.0
1318,-18.0
1319,-18.0
1320,-18.0
1321,-18.0
1322,-18.0
1323,-18.0
1324,-18.0
1325,-18.0
1326,-18.0
1327,-18.0
1328,-18.0
1329,-18.0
1330,-18.0
1331,-18.0
1332,-18.0
1333,-18.0
1334,-20.0
1335,-18.0
1336,-18.0
1337,-12.0
1338,-18.0
1339,-18.0
1340,-18.0
1341,-19.0
1342,-18.0
1343,-19.0
1344,-18.0
1345,-18.0
1346,-22.0
1347,-12.0
1348,-18.0
1349,-18.0
1350,-18.0
1351,-18.0
1352,-18.0
1353,-18.0
1354,-18.0
1355,-18.0
1356,-18.0
1357,-18.0
1358,-19.0
1359,-18.0
1360,-18.0
1361,-18.0
1362,-18.0
1363,-18.0
1364,-19.0
1365,-18.0
1366,-18.0
1367,-18.0
1368,-18.0
1369,-18.0
1370,-18.0
1371,-18.0
1372,-19.0
1373,-18.0
1374,-18.0
1375,-18.0
1376,-23.0
1377,-18.0
1378,-18.0
1379,-18.0
1380,-18.0
1381,-18.0
1382,-18.0
1383,-18.0
1384,-18.0
1385,-19.0
1386,-18.0
1387,-32.0
1388,-18.0
1389,-18.0
1390,-18.0
1391,-19.0
1392,-18.0
1393,-18.0
1394,-18.0
1395,-18.0
1396,-19.0
1397,-20.0
1398,-18.0
1399,-18.0
1400,-18.0
1401,-18.0
1402,-18.0
1403,-18.0
1404,-18.0
1405,-18.0
1406,-18.0
1407,-18.0
1408,-18.0
1409,-18.0
1410,-18.0
1411,-18.0
1412,-18.0
1413,-18.0
1414,-18.0
1415,-18.0
1416,-18.0
1417,-18.0
1418,-18.0
1419,-18.0
1420,-18.0
1421,-18.0
1422,-18.0
1423,-18.0
1424,-18.0
1425,-19.0
1426,-18.0
1427,-18.0
1428,-18.0
1429,-19.0
1430,-18.0
1431,-18.0
1432,-18.0
1433,-18.0
1434,-19.0
1435,-18.0
1436,-18.0
1437,-6.0
1438,-20.0
1439,-18.0
1440,-20.0
1441,-19.0
1442,-18.0
1443,-18.0
1444,-18.0
1445,-18.0
1446,-18.0
1447,-18.0
1448,-18.0
1449,-18.0
1450,-18.0
1451,-18.0
1452,-19.0
1453,-18.0
1454,-18.0
1455,-19.0
1456,-18.0
1457,-18.0
1458,-20.0
1459,-19.0
1460,-19.0
1461,-19.0
1462,-18.0
1463,-18.0
1464,-18.0
1465,-18.0
1466,-18.0
1467,-18.0
1468,-18.0
1469,-18.0
1470,-18.0
1471,-20.0
1472,-20.0
1473,-18.0
1474,-18.0
1475,-18.0
1476,-20.0
1477,-18.0
1478,-18.0
1479,-18.0
1480,-18.0
1481,-18.0
1482,-18.0
1483,-18.0
1484,-19.0
1485,-19.0
1486,-18.0
1487,-18.0
1488,-20.0
1489,-18.0
1490,-18.0
1491,-18.0
1492,-18.0
1493,-18.0
1494,-18.0
1495,-18.0
1496,-20.0
1497,-18.0
1498,-18.0
1499,-21.0
1500,-19.0
1501,-18.0
1502,-18.0
1503,-18.0
1504,-18.0
1505,-18.0
1506,-20.0
1507,-18.0
1508,-18.0
1509,-25.0
1510,-18.0
1511,-18.0
1512,-18.0
1513,-18.0
1514,-18.0
1515,-22.0
1516,-21.0
1517,-22.0
1518,-18.0
1519,-18.0
1520,-18.0
1521,-18.0
1522,-18.0
1523,-18.0
1524,-18.0
1525,-18.0
1526,-18.0
1527,-18.0
1528,-18.0
1529,-18.0
1530,-18.0
1531,-18.0
1532,-18.0
1533,-18.0
1534,-18.0
1535,-18.0
1536,-19.0
1537,-20.0
1538,-4.0
1539,-20.0
1540,-18.0
1541,-21.0
1542,-18.0
1543,-18.0
1544,-18.0
1545,-20.0
1546,-18.0
1547,-18.0
1548,-18.0
1549,-18.0
1550,-18.0
1551,-18.0
1552,-18.0
1553,-18.0
1554,-18.0
1555,-18.0
1556,-18.0
1557,-3.0
1558,-18.0
1559,-18.0
1560,-18.0
1561,-18.0
1562,-18.0
1563,-18.0
1564,-19.0
1565,-18.0
1566,-18.0
1567,-20.0
1568,-18.0
1569,-18.0
1570,-18.0
1571,-18.0
1572,-18.0
1573,-18.0
1574,-18.0
1575,-18.0
1576,-19.0
1577,-16.0
1578,-18.0
1579,-18.0
1580,-18.0
1581,-18.0
1582,-18.0
1583,-18.0
1584,-18.0
1585,-19.0
1586,-18.0
1587,-18.0
1588,-18.0
1589,-18.0
1590,-18.0
1591,-18.0
1592,-18.0
1593,-18.0
1594,-18.0
1595,-18.0
1596,0.0
1597,-19.0
1598,-18.0
1599,-18.0
1600,-18.0
1601,-18.0
1602,-20.0
1603,-18.0
1604,-18.0
1605,-19.0
1606,-94.0
1607,-18.0
1608,-18.0
1609,-18.0
1610,-18.0
1611,-18.0
1612,-18.0
1613,-18.0
1614,-18.0
1615,-18.0
1616,-18.0
1617,-18.0
1618,-18.0
1619,-19.0
1620,0.0
1621,-18.0
1622,-18.0
1623,-18.0
1624,-18.0
1625,-18.0
1626,-18.0
1627,-18.0
1628,-18.0
1629,-18.0
1630,-18.0
1631,-18.0
1632,-18.0
1633,-18.0
1634,-18.0
1635,-18.0
1636,-18.0
1637,-18.0
1638,-18.0
1639,-18.0
1640,-18.0
1641,-19.0
1642,-19.0
1643,-20.0
1644,-18.0
1645,-18.0
1646,-18.0
1647,-19.0
1648,-18.0
1649,-20.0
1650,-18.0
1651,-19.0
1652,-20.0
1653,-18.0
1654,-18.0
1655,-18.0
1656,-21.0
1657,-18.0
1658,-18.0
1659,-18.0
1660,-18.0
1661,-18.0
1662,-19.0
1663,-18.0
1664,-18.0
1665,-18.0
1666,-18.0
1667,-18.0
1668,-18.0
1669,-18.0
1670,-21.0
1671,-18.0
1672,-22.0
1673,-18.0
1674,-18.0
1675,-18.0
1676,-18.0
1677,-18.0
1678,-19.0
1679,-18.0
1680,-18.0
1681,-18.0
1682,-18.0
1683,-20.0
1684,-22.0
1685,-18.0
1686,-20.0
1687,-18.0
1688,-19.0
1689,-18.0
1690,-19.0
1691,-19.0
1692,-18.0
1693,-18.0
1694,-18.0
1695,-18.0
1696,-18.0
1697,-18.0
1698,-18.0
1699,-20.0
1700,-18.0
1701,-18.0
1702,-18.0
1703,-18.0
1704,-18.0
1705,-18.0
1706,-20.0
1707,-18.0
1708,-18.0
1709,-18.0
1710,-18.0
1711,-18.0
1712,-18.0
1713,-19.0
1714,-18.0
1715,-18.0
1716,-18.0
1717,-21.0
1718,-18.0
1719,-18.0
1720,-18.0
1721,-18.0
1722,-18.0
1723,-18.0
1724,-18.0
1725,-19.0
1726,-18.0
1727,-18.0
1728,-18.0
1729,-18.0
1730,-18.0
1731,-18.0
1732,-18.0
1733,-18.0
1734,-18.0
1735,-18.0
1736,-29.0
1737,-18.0
1738,-18.0
1739,-17.0
1740,-18.0
1741,-18.0
1742,-18.0
1743,-18.0
1744,-18.0
1745,-18.0
1746,-18.0
1747,-18.0
1748,-18.0
1749,-20.0
1750,-18.0
1751,-18.0
1752,-18.0
1753,-18.0
1754,-19.0
1755,-18.0
1756,-18.0
1757,-18.0
1758,-22.0
1759,-18.0
1760,-18.0
1761,-18.0
1762,-18.0
1763,-20.0
1764,-18.0
1765,-18.0
1766,-20.0
1767,-18.0
1768,-19.0
1769,-18.0
1770,-18.0
1771,-18.0
1772,-18.0
1773,-18.0
1774,-18.0
1775,-18.0
1776,-18.0
1777,-18.0
1778,-19.0
1779,-18.0
1780,-18.0
1781,-18.0
1782,-18.0
1783,-18.0
1784,-18.0
1785,-18.0
1786,-18.0
1787,-18.0
1788,-18.0
1789,-20.0
1790,-19.0
1791,-21.0
1792,-18.0
1793,-18.0
1794,-18.0
1795,-18.0
1796,-21.0
1797,-18.0
1798,-18.0
1799,-18.0
1800,-18.0
1801,-19.0
1802,-18.0
1803,-19.0
1804,-18.0
1805,-18.0
1806,-18.0
1807,-23.0
1808,-2.0
1809,-19.0
1810,-19.0
1811,-18.0
1812,-20.0
1813,-18.0
1814,-18.0
1815,-18.0
1816,-21.0
1817,-22.0
1818,-18.0
1819,-18.0
1820,-18.0
1821,-18.0
1822,-18.0
1823,-18.0
1824,-18.0
1825,-18.0
1826,-18.0
1827,-18.0
1828,-20.0
1829,-18.0
1830,-18.0
1831,-18.0
1832,-18.0
1833,-18.0
1834,-18.0
1835,-18.0
1836,-18.0
1837,-18.0
1838,-18.0
1839,-18.0
1840,-20.0
1841,-19.0
1842,-18.0
1843,-18.0
1844,-18.0
1845,-18.0
1846,-18.0
1847,-18.0
1848,-18.0
1849,-18.0
1850,-19.0
1851,-18.0
1852,-18.0
1853,-20.0
1854,-18.0
1855,-18.0
1856,-18.0
1857,-18.0
1858,-18.0
1859,-20.0
1860,-20.0
1861,-18.0
1862,-20.0
1863,-18.0
1864,-18.0
1865,-18.0
1866,-18.0
1867,-19.0
1868,-18.0
1869,-18.0
1870,-19.0
1871,-18.0
1872,-18.0
1873,-18.0
